year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1912,On the histology of the cranial autonomic ganglia of the sheep,F. W. Carpenter,Unknown venue,1912-10-01,7,"Cellular, Molecular, and Synaptic Neuroscience",non-human,10.1002/cne.900220502,f983ee12645c21b4e4d2faa5d4d7af98326c696e,https://doi.org/10.1002/cne.900220502,paper,unknown,6,brain; neuron; glia; neuroscience term,"Both anatomical and experimental methods of investigation have established the fact that the autonomic nervous system of vertebrates consists, on its efferent side, of two sets of neurones."
1912,The Properties of Desiccated Rabies Virus and its Use in Antirabic Immunization,D. L. Harris,Unknown venue,1912-05-01,6,General Brain Science and Reviews,non-human,10.1093/INFDIS/10.3.369,bebbfa701914c598ce39e309db6026765e3c0187,https://doi.org/10.1093/INFDIS/10.3.369,paper,unknown,1,brain,"The preservation of rabies virus by desiccation has been reported by Harris and Shackell,1 who, employing the method described by one of them (Shackell),2 succeeded in maintaining the infectivity of this material for several months."
1912,PRESENTATION OF A HISTORY AND A BRAIN OF A CASE OF HYPOPHYSEAL DISEASE,G. McBean,Unknown venue,1912-04-01,3,General Brain Science and Reviews,,10.1097/00005053-191204000-00009,7a5990407c3ed9eba5eb48872634e231efb43249,https://doi.org/10.1097/00005053-191204000-00009,paper,unknown,4,brain; brain in title,
1912,The Production of Antirabic Immunity by Intra-Spinal Injections of Virus,D. L. Harris,Unknown venue,1912-11-01,3,Clinical Neurology and Neurodegeneration,human;non-human,10.1093/INFDIS/11.3.397,c55362a300d5c7b1f61759d6d0f7c6c8bdfe9c67,https://doi.org/10.1093/INFDIS/11.3.397,paper,unknown,1,brain,The object of this paper is to present the results of an attempt to produce a rapid antirabic immunity by direct immunization of the brain cells.
1912,DIAGNOSIS AND LOCALIZATION OF BRAIN ABSCESS,F. Dercum,Unknown venue,1912-09-21,2,General Brain Science and Reviews,,10.1001/JAMA.1912.04270090341065,edd27d7531c64c5337a4aabd08defd69585e0e0b,https://doi.org/10.1001/JAMA.1912.04270090341065,paper,unknown,4,brain; brain in title,"DIAGNOSIS The diagnosis of brain abscess, I need hardly say, is often extremely difficult."
1912,NASAL HYDRORRHEA: ITS RELATIONS TO LESIONS OF THE BRAIN AND VISUAL APPARATUS,C. A. Wood,Unknown venue,1912-09-21,2,General Brain Science and Reviews,non-human,10.1001/JAMA.1912.04270090282050,38c78972f412a47049f857407e5319b9d2e7be07,https://doi.org/10.1001/JAMA.1912.04270090282050,paper,unknown,4,brain; brain in title,
1912,A CASE OF BRAIN TUMOR SUCCESSFULLY LOCATED BY MEANS OF THE X-RAYS,"J. Lloyd, L. J. Hammond",Unknown venue,1912-02-01,1,Clinical Neurology and Neurodegeneration,,10.1097/00000441-191202000-00011,41b32f6cd90cf4d1fee78308f323061d677b9920,https://doi.org/10.1097/00000441-191202000-00011,paper,unknown,4,brain; brain in title,
1912,Acute Myelocythæmia Associated with Osteosclerosis,A. Goodall,Transactions. Medico-Chirurgical Society of Edinburgh,1912-06-01,1,Clinical Neurology and Neurodegeneration,human,,ce2f8e2073831a50e9fdbcd8101270c84f6adbd1,https://www.semanticscholar.org/paper/ce2f8e2073831a50e9fdbcd8101270c84f6adbd1,JournalArticle,unknown,1,brain,"A female child aged 10 weeks was admitted to the Boyal Hospital for Sick Children, under the care of Dr."
1912,Compendium of Regional Diagnosis in Affections of the Brain and Spinal Cord,Jelliffe.,Unknown venue,1912-10-01,1,General Brain Science and Reviews,,10.1097/00005053-191210000-00023,b76c11cf7e9759f6500c8f8c5f96557d30733002,https://doi.org/10.1097/00005053-191210000-00023,paper,unknown,4,brain; brain in title,
1912,Decerebration and the action of morphine in frogs,J. Githens,Unknown venue,1912-12-01,1,General Brain Science and Reviews,non-human,10.3181/00379727-10-29,7390b9a16f1184d09173dfaedb59a3530516d680,https://doi.org/10.3181/00379727-10-29,JournalArticle,unknown,1,brain,"Morphin given in sufficient dose to normal frogs causes tetanus which does not come on, however, until several hours or even days after the injection."
1912,DISEASES OF THE EAR WHICH LEAD TO BRAIN ABSCESS,M. A. Goldstein,Unknown venue,1912-09-21,1,General Brain Science and Reviews,,10.1001/jama.1912.04270090345066,4bd54177db813617449962b2ff7badeab139aa3e,https://doi.org/10.1001/jama.1912.04270090345066,paper,unknown,4,brain; brain in title,
1912,"ESSENTIAL, OR PRIMARY, LATERAL SCLEROSIS","J. Lloyd, S. D. Ludlum",Unknown venue,1912-09-28,1,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1912.04270090417011,4d66a77ba60fc037951204346ba8cebc3bc30b9a,https://doi.org/10.1001/JAMA.1912.04270090417011,paper,unknown,5,brain; cortex; neuroscience term,"CLINICAL REPORT BY DR. LLOYD This subject, as I understand it, remains at the present time in much the same state as it was in nearly forty years ago."
1912,Factors Which Conduce to Success in the Treatment of Otogenic Brain Abscess,C. West,Proceedings of the Royal Society of Medicine,1912-06-01,1,General Brain Science and Reviews,,10.1177/003591571200501130,cd5e61a8910eb48445b6bf40f57683502a07c7a4,https://doi.org/10.1177/003591571200501130,JournalArticle,unknown,4,brain; brain in title,
1912,MULTIPLE HEMANGIOPERITHELIOMA OF THE BRAIN,W. G. Spiller,Unknown venue,1912-02-17,1,General Brain Science and Reviews,non-human,10.1001/JAMA.1912.04260020157009,c21dac905c9cbf3bfde9bee35552b655f83ef2d8,https://doi.org/10.1001/JAMA.1912.04260020157009,paper,unknown,4,brain; brain in title,Endothelioma or perithelioma is not an uncommon tumor within the cranium and usually is solitary.
1912,The cerebrosides of brain tissue,"P. Levene, C. J. West",Unknown venue,1912-09-01,1,General Brain Science and Reviews,,10.3181/00379727-14-58,93e6ef91d06254e60c1444f3fa31079bc096d243,https://doi.org/10.3181/00379727-14-58,JournalArticle,unknown,4,brain; brain in title,
1912,The Education of the Brain as an Electrical Organ,ButcherW. Deane,Unknown venue,1912-07-01,1,General Brain Science and Reviews,,10.1259/JRS.1912.0046,94cb6c93e944ef826ec12e0a6fdfdfb91220887e,https://doi.org/10.1259/JRS.1912.0046,paper,unknown,4,brain; brain in title,
1912,THE ERADICATION OF THE SOCIAL DISEASES IN LARGE CITIES,R. N. Willson,Unknown venue,1912-09-21,1,General Brain Science and Reviews,non-human,10.1001/jama.1912.04270090168004,9459e94d9232895bb4f1afc1a98dda882335aa06,https://doi.org/10.1001/jama.1912.04270090168004,paper,unknown,1,brain,"No more time need be spent in discussingthe possibility or the impossibility of eradicating the contagious social diseases, syphilis and gonococcus infection than in relating their ubiquity or their influence on all classes of society."
1912,THE OPERATIVE TREATMENT OF BRAIN ABSCESS OF OTITIC ORIGIN,J. Mckernon,Unknown venue,1912-09-21,1,General Brain Science and Reviews,non-human,10.1001/JAMA.1912.04270090340064,ebbd992f68961469b59b68fd3ca167f4aa9aed70,https://doi.org/10.1001/JAMA.1912.04270090340064,paper,unknown,4,brain; brain in title,
1912,The percentage of water in the brain of the dog-fish,G. G. Scott,Unknown venue,1912-02-01,1,General Brain Science and Reviews,,10.3181/00379727-9-29,48dc1cab38b19de0fc5f62c0cb979f6acf11dcf7,https://doi.org/10.3181/00379727-9-29,JournalArticle,unknown,4,brain; brain in title,
1912,THE PHARMACOLOGICAL ACTION OF CORIAMYRTIN,C. R. Marshall,Journal of Pharmacology and Experimental Therapeutics,1912-11-01,1,General Brain Science and Reviews,non-human;stimulation,10.1016/s0022-3565(25)03997-7,62aa32d5ebffbeed6680b39a4f17f29259f13306,https://doi.org/10.1016/s0022-3565(25)03997-7,JournalArticle,unknown,1,brain,1. The coriamyrtin of Merck appears to be somewhat different from and is probably more powerful pharmacologically than that isolated by Riban.
1912,The Production In Vitro in the Normal Brain of Structures Simulating Certain Forms of Negri Bodies,"E. Steinhardt, D. W. Poor, R. A. Lambert",Unknown venue,1912-11-01,1,"EEG, MEG, and Electrophysiology",EEG;non-human,10.1093/INFDIS/11.3.459,bad9cf0387b3bb99f2d97f49cbdb5b2aaf0e7378,https://doi.org/10.1093/INFDIS/11.3.459,paper,unknown,4,brain; brain in title,"The Negri bodies have been interpreted in two ways, by some observers as protozoa, by the majority, however, as degeneration products of nerve cells."
1912,"XLIII. A Consideration of Brain Abscess, of Otitic Origin, Based upon a Study of Twenty-One Cases Coming under the Personal Observation of the Writer",E. B. Dench,Unknown venue,1912-09-01,1,General Brain Science and Reviews,non-human,10.1177/000348941202100310,3691572681a67123c7ec500cd3c4618f70add322,https://doi.org/10.1177/000348941202100310,JournalArticle,unknown,4,brain; brain in title,
1912,A case of accidental impregnation of cells in the brain of a human embryo of four months,W. A. Hilton,Unknown venue,1912-09-01,0,General Brain Science and Reviews,human,10.1002/ar.1090060904,fab53117fcde553ce7537085d1166226d74e8c17,https://doi.org/10.1002/ar.1090060904,paper,unknown,4,brain; brain in title,
1912,"A CASE OF BRAIN TUMOR IN THE PARIETAL REGION, ASSOCIATED WITH LARGE CYSTIC FORMATION",J. Lloyd,Unknown venue,1912-09-01,0,Clinical Neurology and Neurodegeneration,,10.1097/00005053-191209000-00006,0671e17ed0d7db650f004b898e92e686cef23e63,https://doi.org/10.1097/00005053-191209000-00006,paper,unknown,4,brain; brain in title,
1912,A CASE OF EXTENSIVE BRAIN DISEASE FROM ENDARTERITIS PROBABLY OF SYPHILITIC ORIGIN,S. Orton,Unknown venue,1912-10-05,0,General Brain Science and Reviews,,10.1001/JAMA.1912.04270100043014,e1c181b814690d39c42ae6d029d96b5d9191b4fa,https://doi.org/10.1001/JAMA.1912.04270100043014,paper,unknown,4,brain; brain in title,
1912,A CONTRIBUTION TO THE ETIOLOGY OF POLIOMYELITIS,M. Neustaedter,Unknown venue,1912-09-07,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/jama.1912.04270090029009,396f567425f68f8e6bbc38e07cd846960635bab0,https://doi.org/10.1001/jama.1912.04270090029009,paper,unknown,2,brain; cerebral,The lesion of poliomyelitis confines itself mainly to the cerebrospinal system and produces focal clinical symptoms.
1912,A Plan for the Adoption of the Metric System,O. W. Bethea,Unknown venue,1912-08-17,0,General Brain Science and Reviews,non-human,10.1001/jama.1912.04270080244027,26c50fd8b52bfbe4e1500e5665a17f0fe4d2b530,https://doi.org/10.1001/jama.1912.04270080244027,paper,unknown,1,brain,"To the Editor: -The advantages of the metric system of weights and measures are so numerous and apparent that it may be considered almost an insult to a reader's intelligence to enumerate them, yet we are little nearer the realization of these benefits than we were when the system originated in the brain of the great prime minister of the First Empire."
1912,A Report of a Case of Insanity Associated with Chloral Bromide Poisoning and a Brain Abscess,"Alexander Neill, W. Muirhead",Edinburgh medical journal,1912-09-01,0,Clinical Neurology and Neurodegeneration,human,,5899827017f0de1df92c233f683ba0b8dbfc888e,https://www.semanticscholar.org/paper/5899827017f0de1df92c233f683ba0b8dbfc888e,paper,unknown,4,brain; brain in title,This case appears to us worthy of record because of the interesting combination of factors in the production of the psychosis.
1912,"ACUTE MASTOIDITIS, SINUS THROMBOSIS, SUPERFICIAL BRAIN ABSCESS; RECOVERY",F. Hopkins,Unknown venue,1912-04-06,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1912.04260040020008,cd10dc835c5eef910b4fe41607be7c3969b6a137,https://doi.org/10.1001/JAMA.1912.04260040020008,paper,unknown,5,brain; cerebral; brain in title,"Patient. -In July, 1911, I was asked, by Dr."
1912,ADIPOSITAS CEREBRALIS IN ITS RELATION TO TUMOR OF THE HYPOPHYSIS,A. Gordon,Unknown venue,1912-07-20,0,Neuroimaging and Brain Mapping,human;non-human,10.1001/JAMA.1912.04270070172005,3303d2c8c867ebe343b43af44bd5ae425ec981bd,https://doi.org/10.1001/JAMA.1912.04270070172005,paper,unknown,2,brain; cerebral,"The term ""adipositas cerebralis"" is applied to a condition characterized by a general obesity dependent on tumors or other diseases of the brain."
1912,"Anatomy of the Brain and Spinal Cord. By J. Ryland Whitaker, B.A., M.B. (Lond.). Fourth Edition. E & S. Livingstone, Edinburgh",Jelliffe.,Unknown venue,1912-04-01,0,General Brain Science and Reviews,,10.1097/00005053-191204000-00016,3c39429e142c130a59f920da7e2d52f10697b840,https://doi.org/10.1097/00005053-191204000-00016,paper,unknown,4,brain; brain in title,
1912,BIBLIOGRAPHIA EPILEPSIAE,Munchen FRITZ LOEB,Unknown venue,1912-03-01,0,General Brain Science and Reviews,,10.1111/j.1528-1157.1912.tb03040.x,9bb8a195e04c0da841665703f1fa472a72b63fa5,https://doi.org/10.1111/j.1528-1157.1912.tb03040.x,paper,unknown,1,brain,"11. dchard et Ffmdin, Spasme oculo-levogyre chez une epileptique."
1912,Book Reviews,"D. Austin, K. R. Robertson, D. Bedigian, M. Eubanks, N. Asfaw, S. Demissew",IEEE spectrum,1912-01-01,0,Cognitive and Systems Neuroscience,,10.1007/BF02862152,17efdfb3ac564f8da2df5f459c6f6483e8e1e5fc,https://doi.org/10.1007/BF02862152,Review,unknown,7,brain; cortical; neural; neuroscience; neuroscience term,"Twenty-five years ago, my colleagues warned me not to pursue synaesthesia because it was 'too weird, too New Age'."
1912,"Brain Abscess, Secondary to Ethmoiditis and Frontal Sinusitis",Unknown authors,Unknown venue,1912-07-01,0,General Brain Science and Reviews,,10.1097/00000441-191207000-00062,cba63436e8eb46ef022aa86697a9129096389b1a,https://doi.org/10.1097/00000441-191207000-00062,paper,unknown,4,brain; brain in title,
1912,Cerebral Hæmorrhage.-II,G. Rankin,The Hospital,1912-04-20,0,"Cerebrovascular, Metabolism, and Brain Injury",,,fe87603763b52e2c548bcdfa60e660e5e0d055fd,https://www.semanticscholar.org/paper/fe87603763b52e2c548bcdfa60e660e5e0d055fd,JournalArticle,unknown,6,brain; cerebral; cortex; neuroscience term,The consequent paralysis varies according to the extent and situation of the cerebral damage.
1912,"Direct Laryngoscopy, Brouchoscopy and Œsophagoscopy . By Prof. Prof W. Brünings, M.D., University of Jena. (Translated and edited by W. G. Howarth. M.C., F.R.C.S.) Pp. 367 + Index. pp. iii London: Baillière, Tindall & Cox. 1912.",W. Hill,The Journal of Laryngology Rhinology and Otology,1912-06-01,0,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,10.1017/S1755146300188298,732258389183a1a74943300495e344d945a6a965,https://doi.org/10.1017/S1755146300188298,Review,unknown,2,brain; cerebral,"gnosis of syphilis had been confirmed by Wassermann's test, an hit ravenous injection of 0 4 gin."
1912,Dr. med. V. Dzerzhinskiy. Clinical observation in the field of neuropathology. Moscow. 1912 V. I.,A. Favorskii,Neurology Bulletin,1912-07-15,0,Clinical Neurology and Neurodegeneration,human;non-human,10.17816/nb71199,2b9a1ea328b94910dc0ad8a835f2c243af9f144a,https://doi.org/10.17816/nb71199,paper,unknown,2,brain; cerebellum,"In view of giving clinical material for the study of various forms of chorea, poliomyelitis and polyoncephalitis, the author used for this purpose the clinical histories of diseases of the Moscow Clinic of Nervous Diseases (director - prof."
1912,Exercise and Health,Unknown authors,The Psychological Clinic,1912-04-15,0,General Brain Science and Reviews,,10.1001/jama.1912.04270080354032,1bbc14d80f6af93acee16c295141eb60d174bf4c,https://doi.org/10.1001/jama.1912.04270080354032,paper,unknown,1,brain,"worker or indoor man or woman is to pump the blood through the tired brain and little-used muscles, wash out their fatigue poisons, burn up clean the wastes of the food necessary to supply working power, and get rid of all these through the lungs, the skin, and the kidneys."
1912,Factors Which Conduce to Success in the Treatment of Otogenic Brain Abscess,V. Horsley,Proceedings of the Royal Society of Medicine,1912-06-01,0,General Brain Science and Reviews,,10.1177/003591571200501129,63ea0cd41a14af1378f1e99df30029e09bfa5fec,https://doi.org/10.1177/003591571200501129,JournalArticle,unknown,4,brain; brain in title,
1912,GALVANIZATION OF THE BRAIN,R. Caesar,British medical journal,1912-05-11,0,General Brain Science and Reviews,,10.1136/BMJ.1.2680.1063,93b0441406ef67a49b19b6bfcafd77f1c566eaf8,https://doi.org/10.1136/BMJ.1.2680.1063,JournalArticle,unknown,4,brain; brain in title,
1912,GLYCOSURIA AMONG THE INSANE,C. Emerson,Unknown venue,1912-12-21,0,"Cerebrovascular, Metabolism, and Brain Injury",non-human,10.1001/JAMA.1912.04270140049016,4f71aaec02ecfde8d02150dcdc46120ffff9caba,https://doi.org/10.1001/JAMA.1912.04270140049016,paper,unknown,2,brain; cerebellum,This investigation into glycosuria of the insane was prompted by my interest in a case of mental aberration marked by melancholia and manifesting sufficient evidence of diabetes to raise the question of dependency of the psychic symptoms on that disease.
1912,Habit and its relations to the nervous system in the earthworm,R. Yerkes,Unknown venue,1912-10-01,0,"Cellular, Molecular, and Synaptic Neuroscience",non-human,10.3181/00379727-10-11,807eeb92f4a6594311353a7d0d1eae81ad96f288,https://doi.org/10.3181/00379727-10-11,JournalArticle,unknown,2,brain; glia,"now in progress, the purpose of which is (a) to demonstrate whatever ability the earthworm may have to acquire habits of a certain order; (b) to discover the characteristics of any habits which appear; (c) to enumerate and evaluate the various external and internal influences on habit-formation; (d) to ascertain the degree of permanency of the habits and (e) to discover their relations to the anterior ganglia (brain)."
1912,II. The End Results in Sixty-three Cases of Operation for Brain Tumor.,W. J. Taylor,Annals of Surgery,1912-07-01,0,Clinical Neurology and Neurodegeneration,non-human,10.1097/00000658-191207000-00003,2c9723d92d63dcf89a740c26806c7eb5d3778bc5,https://doi.org/10.1097/00000658-191207000-00003,JournalArticle,unknown,4,brain; brain in title,
1912,"LXVIII. Hysteria Simulating Mastoiditis, with Suspected Brain Abscess Formation",S. Smith,Unknown venue,1912-12-01,0,Clinical Neurology and Neurodegeneration,human,10.1177/000348941202100417,08ef9f5474703776bfaf159c5db88c6b51c2bd50,https://doi.org/10.1177/000348941202100417,JournalArticle,unknown,4,brain; brain in title,"Patient, H. '1'., colored, aged 26 years."
1912,Medico-Chirurgical Society of Glasgow,A. Freeland,Glasgow medical journal,1912-06-01,0,General Brain Science and Reviews,non-human,,226533103d6987bea29aa21e641b753d1f8fdc32,https://www.semanticscholar.org/paper/226533103d6987bea29aa21e641b753d1f8fdc32,JournalArticle,unknown,1,brain,"He was hanging on behind a lorry, and ran out to one side, when the motor dashed into him."
1912,Meningitis,Floyd S. Crego,Buffalo medical journal,1912-03-01,0,Cognitive and Systems Neuroscience,non-human,,c4482d50a857c48f045310f1cc148b52450cee62,https://www.semanticscholar.org/paper/c4482d50a857c48f045310f1cc148b52450cee62,JournalArticle,unknown,1,brain,I have chosen this subject to present to you this evening some points which are of special interest to the surgeon and the general practitioner.
1912,"Meningitis, Sinus Thrombosis and Abscess of Brain",J. Wyllie,The Indian medical gazette,1912-01-01,0,General Brain Science and Reviews,,10.1001/jama.1911.04260100303040,f22d2c65d91bc4314461de2bf8b7de31b75d0544,https://doi.org/10.1001/jama.1911.04260100303040,paper,unknown,4,brain; brain in title,
1912,MENTAL DISORDERS ASSOCIATED WITH BRAIN SYPHILIS,J. Barnes,Unknown venue,1912-04-01,0,General Brain Science and Reviews,,10.1176/AJP.68.4.633,d9dc10e3a4c5f4458c29957626520956df030cab,https://doi.org/10.1176/AJP.68.4.633,paper,unknown,4,brain; brain in title,
1912,Neurology,K. Wilson,Edinburgh medical journal,1912-12-01,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1007/978-1-4020-5614-7_2312,4022d065b8c34a56d488033143d903126874e70e,https://doi.org/10.1007/978-1-4020-5614-7_2312,paper,unknown,4,brain; neuroscience term,"{Brain, 1912, p. 295) describes a new disease characterised by strikingly distinctive clinical and pathological features."
1912,NEW MASTOID CHISELS,F. Allport,Unknown venue,1912-12-07,0,General Brain Science and Reviews,,10.1001/JAMA.1912.04270120051015,b5c519267c78d049e7d9495f84b635a41fe4121f,https://doi.org/10.1001/JAMA.1912.04270120051015,paper,unknown,1,brain,"There are various mastoid chisels in use, some being acutely rounded at the end, some being square, others having concaveconvex bodies and still others being flat."
1912,Notes of a Case of Brain Tumour (?) associated with Chronic Suppurative Otitis Media.,Sewell Dl,Unknown venue,1912-06-01,0,General Brain Science and Reviews,non-human,10.1177/003591571200501128,0208162601ba3a8691bcf2eec31b8505a3b4dc18,https://doi.org/10.1177/003591571200501128,paper,unknown,4,brain; brain in title,
1912,Obituary,Unknown authors,The Lancet,1912-02-03,0,"Brain Development, Plasticity, and Connectomics",ECoG;human;non-human;connectome,10.1016/0140-6736(92)92838-7,e7fcfb8a9d6fc682397a5a9e61a1590879777576,https://doi.org/10.1016/0140-6736(92)92838-7,paper,unknown,2,brain; ecog,"Herman Joseph, a pioneer in advancing methadone maintenance and other interventions for the treatment for opioid addiction, passed away on April 20, 2019 in New York City."
1912,ON THE CONVULSANT ACTION OF SOME SULPHONATED DYES,D. I. Macht,Journal of Pharmacology and Experimental Therapeutics,1912-05-01,0,General Brain Science and Reviews,,10.1016/s0022-3565(25)03959-x,0a14aeb51d2e104bbbe9074dc187ed9bb69a0dae,https://doi.org/10.1016/s0022-3565(25)03959-x,JournalArticle,unknown,1,brain,Our observations lead us to the following conclusions: 1.
1912,PARESIS,John W. Stevens,Unknown venue,1912-01-01,0,"EEG, MEG, and Electrophysiology",ECoG,10.1007/978-3-642-23499-6_100790,1ccbc5526d58d86a81c5bebd782dc3bd4813ecf0,https://doi.org/10.1007/978-3-642-23499-6_100790,paper,unknown,2,brain; ecog,"Statistics from institutions for the insane show that this disease, variously denominated paresis, general paresis, general paralysis of the insane, paralytic dementia, or softening of the brain, provides seven or eight per cent of their admissions."
1912,Proceedings of the Scottish Otological and Laryngological Society,"J. Farquharson, W. S. Syme",The Journal of Laryngology Rhinology and Otology,1912-02-01,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1017/S1755146300187670,c03ed8f9afe68a9e2dde0ca8dcce22b2df71d2b3,https://doi.org/10.1017/S1755146300187670,paper,unknown,1,brain,"Garnett Wright, who advised against any further operative procedure."
1912,RESUSCITATION FROM DROWNING: CONTINUED PERSISTENCE OF HEART-BEAT; DEATH FROM NON-RESUSCITATION OF THE RESPIRATORY CENTERS,F. W. Hitchings,Unknown venue,1912-11-23,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1912.04270110287012,1b3f6fed2f74d61d53b1e53bd5488574f5a16896,https://doi.org/10.1001/JAMA.1912.04270110287012,paper,unknown,1,brain,"The frequent occurrence of drowning-accidents during the summer serves to emphasize the need of a thorough understanding of the principles underlying resuscitation, and particularly the fact that success ultimately depends on preventing permanent injury from anemia of the brain."
1912,Reviews for J R Army Med Corps 1912; vol 18,B. Hollander,Journal of the Royal Army Medical Corps,1912-01-01,0,Clinical Neurology and Neurodegeneration,fMRI;human,10.1136/jramc-18-01-15,454c411ccc28bad4909f81ea6cd237b86c4d838b,https://doi.org/10.1136/jramc-18-01-15,JournalArticle; Review,unknown,2,brain; cerebellum,The author describes his book as a collection of the clinical records of the mental symptoms of localized brain lesions and claims that it should be of assistance to those who have to treat cases of insanity due to' focal lesions.
1912,SOME INTERESTING CASES OF BRAIN SURGERY,J. L. Crook,Unknown venue,1912-07-01,0,General Brain Science and Reviews,,10.1097/00007611-191207000-00017,3ab439fc3c2718e066ec07a59580c1052f1d7322,https://doi.org/10.1097/00007611-191207000-00017,paper,unknown,4,brain; brain in title,
1912,Technique of Administering Serum,Unknown authors,Texas medical journal,1912-04-01,0,Clinical Neurology and Neurodegeneration,human;non-human,,3a1367f85eab039dc3aeb3e850760b24660272d7,https://www.semanticscholar.org/paper/3a1367f85eab039dc3aeb3e850760b24660272d7,JournalArticle; Review,unknown,2,brain; cerebral,s and Selections. Technique of Administering Serum.
1912,Technique of Brain Surgery,R. Earl,Buffalo Medical Journal,1912-08-01,0,General Brain Science and Reviews,,,960d4be663d427269aa142754588af7cb05489c7,https://www.semanticscholar.org/paper/960d4be663d427269aa142754588af7cb05489c7,paper,unknown,4,brain; brain in title,
