year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1912,"The Brain and Voice in Speech and Song. By F. W. Mott. F.R.S., M.D., F.R.C.P. Pp. 112. London & New York: Harper Bros., 1910.",D. Grant,The Journal of Laryngology Rhinology and Otology,1912-05-01,0,General Brain Science and Reviews,,10.1017/S175514630018816X,0c517fa7941a7dbba9844262f5914c99e557a7c0,https://doi.org/10.1017/S175514630018816X,paper,unknown,4,brain; brain in title,
1912,The Brain of the Late Dr. John Herr Musser,F. Dercum,Unknown venue,1912-05-18,0,Cognitive and Systems Neuroscience,,10.1001/JAMA.1912.04260050200019,f2bdf99e63833d9b56e4fce676e2f9071e55226a,https://doi.org/10.1001/JAMA.1912.04260050200019,paper,unknown,4,brain; brain in title,"To the Editor: -After the death of Dr. John Herr Musser, a number of absurd statements appeared in the lay press in regard to the weight of his brain."
1912,The control of bleeding in brain operations,J. Eastman,Unknown venue,1912-10-01,0,General Brain Science and Reviews,non-human,10.1288/00005537-191210000-00002,b4d149436a180d142996f1d87f9ce078a4b65537,https://doi.org/10.1288/00005537-191210000-00002,paper,unknown,4,brain; brain in title,
1912,THE NAME AND BRAIN OF THE GAR,B. G. Wilder,Science,1912-05-03,0,General Brain Science and Reviews,,10.1126/science.35.905.691-a,9a8c81d181616b418ce21e4175604b1366851230,https://doi.org/10.1126/science.35.905.691-a,JournalArticle,unknown,4,brain; brain in title,
1912,The production of typical monstrosities by various means,A. Goldfarb,Unknown venue,1912-02-01,0,General Brain Science and Reviews,non-human,10.3181/00379727-9-28,b3efab29344cc61c460718cd7f179eabd6254d18,https://doi.org/10.3181/00379727-9-28,JournalArticle,unknown,1,brain,"Typical abnormalities have been produced by subjecting developing eggs to the action of certain salts, such as lithium chloride, and the implication, if not the conclusion has been made that a certain specificity obtained between these salts and the resulting abnormality."
1912,The Surgical Treatment of Head Injuries Affecting the Brain,J. Homans,Unknown venue,1912-11-14,0,General Brain Science and Reviews,,10.1056/NEJM191211141672002,9a763c53af5f2e0ec99a00bc71e0b7ca9a8d5488,https://doi.org/10.1056/NEJM191211141672002,paper,unknown,4,brain; brain in title,
1912,The Treatment of Aural Sepsis,L. Fink,The Indian medical gazette,1912-02-01,0,"EEG, MEG, and Electrophysiology",ECoG,,bd038cb77b49ce077c0e96eeed5db9f1a64ef0bb,https://www.semanticscholar.org/paper/bd038cb77b49ce077c0e96eeed5db9f1a64ef0bb,JournalArticle,unknown,2,brain; ecog,an antiseptic powder or the instillation of eardrops.
1912,Treatment of Neurasthenia by Teaching of Brain Control,White,Unknown venue,1912-09-01,0,General Brain Science and Reviews,,10.1097/00005053-191209000-00023,df956d17492b0a9cbd3ef492f163c118a7a7d2a6,https://doi.org/10.1097/00005053-191209000-00023,paper,unknown,4,brain; brain in title,
1912,"XVIII. Acute Mastoiditis, Sinus Thrombosis, Superficial Brain Abscess; Recovery",F. Hopkins,Unknown venue,1912-06-01,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1177/000348941202100207,b0a407717c0ec9cd627d3d3e1fcb99ff3237de64,https://doi.org/10.1177/000348941202100207,JournalArticle,unknown,5,brain; cerebral; brain in title,"In July, 1911, I was asked by Dr. 'Walton Martin to see a case of mastoiditis which had that day been admitted to St."
1912,XXXIV. The Morphologic Changes in the Nose and Face Due to the Development of the Brain,J. M. Ingersoll,Unknown venue,1912-09-01,0,"Brain Development, Plasticity, and Connectomics",,10.1177/000348941202100301,9dc4312421de51c4ac18b0e624fad6fa1f4e6603,https://doi.org/10.1177/000348941202100301,JournalArticle,unknown,4,brain; brain in title,
